NAV_PERMS,FA Manager 3,Clean_NAV,TO_CHAR(A.PORTAL_NAVPATH),ITEMLABEL,Unnamed: 2,Menu,Menubar,MENUITEM2,Page,Display only,Actions,7,OBJECTOWNERID,XLATLONGNAME,XLATSHORTNAME,COMPONENT,PNLNAME,PORTAL_OBJNAME
Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>2016-2017 Suspense Management:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>2016-2017 Suspense Management,Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>2016-2017 Suspense Management,ISIR Suspense Management,,FINANCIAL_AID_HISTORY,MENUITEM1,ISIR_SUSP_CNTRL_17,ISIR_SUSP_CNTRPI17,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_SUSP_CNTRL_17,ISIR_SUSP_CNTRPI17,HC_ISIR_SUSP_CNTRL_17_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>Institutional Detail 2016-2017:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>Institutional Detail 2016-2017,Main Menu>Financial Aid>Financial Aid History>Application Information>Institutional Detail 2016-2017,Institutional Detail 2016-2017,,FINANCIAL_AID_HISTORY,MENUITEM1,INAS_SUMMARY_17,INST_INAS_SMRY_17,0,2,2,SFAN,FA-Need Analysis,FA-Need,INAS_IM_SMRY_17,INST_INAS_SMRY_17,HC_INAS_IM_SMRY_17_GBL
Main Menu>Financial Aid>Financial Aid History>View Archived Application Data:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Archived Application Data,Main Menu>Financial Aid>Financial Aid History>View Archived Application Data,Historical App Info,,FINANCIAL_AID_HISTORY,MENUITEM1,FA_APP_HIST_TRNSFR,FA_APP_HIST_TRNSFR,0,2,2,SFA,Financial Aid,Fin Aid,FA_APP_HIST_TRNSFR,FA_APP_HIST_TRNSFR,HC_FA_APP_HIST_TRNSFR_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,&Family Information/Signatures,,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,FAMILY_INFORMATION/SIGNATURES,0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_FAM_MNOP,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,&Parent's Assets,,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,PARENT'S_ASSETS,0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_PARENT_I,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Comp. &Income (EFM),,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,COMP._INCOME_(FED._METH),0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,FED_COMP_INCOME,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Comp. &Income (IM),,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,COMP._INCOME_(INST._METH),0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_COMP_INCOME,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Comp. A&sset 1 (EFM),,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,COMP._ASSET_1_(FED._METH),0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,FED_COMP_ASSETS,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Comp. A&sset 1 (IM),,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,COMP._ASSET_1_(INST._METH),0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_COMP_ASSETS,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Comp. Allwnces &1 (IM),,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,COMP._ALLWNCES_1_(INST._METH),0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_COMP_ALLOW,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Comp. Allwnces &2 (IM),,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,COMP._ALLWNCES_2_(INST._METH),0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_COMP_ALLOW2,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Comp. Asse&t 2 (EFM),,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,COMP._ASSET_2_(FED._METH),0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,FED_COMP_ASSETS2,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Comp. Asse&t 2 (IM),,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,COMP._ASSET_2_(INST._METH),0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_COMP_ASSETS2,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Computation Allowances (EFM),,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,COMP._ALLWNCES_(FED._METH),0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,FED_COMP_ALLOW,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Contribution Su&mmary,,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,CONTRIBUTION_SUMMARY,0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_COMP_SUMM,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Inst Corr &Wrk,,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,INST_CORR_WRK,0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_CORR_WRK,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Pa&rent Prior/Expected Income,,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,PARENT_PRIOR/EXPECTED_INCOME,0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_PARENT_JL,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Parent &Current Income,,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,PARENT_CURRENT_INCOME,0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_PARENT_K,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Parent's &Household,,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,PARENT'S_HOUSEHOLD,0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_PARENT_GH,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,"Student &Asset, Trust, Expense",,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,"STUDENT_ASSET,_TRUST,_EXPENSE",0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_STUDENT_CDE,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Student &General Info,,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,STUDENT_GENERAL_INFO,0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_STUDENT_A,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Student Income and &Benefits,,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,STUDENT_INCOME_AND_BENEFITS,0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_STUDENT_B,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Main Menu>Financial Aid>Financial Aid History>Application Information>View Prior Year(s) Application,Student's &Expected Resources,,FINANCIAL_AID_HISTORY,MENUITEM1,MAINTAIN_INST_INFO_HIST,STUDENT'S_EXPECTED_RESOURCES,0,2,2,SFAR,FA-Profile,FA-Profile,PROFILE_DATA,INST_STUDENT_F,HC_PROFILE_DATA_GBL
Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet,&Student/School Return,,FINANCIAL_AID_HISTORY,MENUITEM1,RETURN_TIV_FUNDS,STDNT_RTRN_TIV_WK2,0,2,2,SFA,Financial Aid,Fin Aid,STDNT_RTN_TIV,STDNT_RTRN_TIV_WK2,HC_STDNT_RTN_TIV_GBL
Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet,Post-&Withdrawal Disbursement,,FINANCIAL_AID_HISTORY,MENUITEM1,RETURN_TIV_FUNDS,STDNT_RTRN_TIV_WK3,0,2,2,SFA,Financial Aid,Fin Aid,STDNT_RTN_TIV,STDNT_RTRN_TIV_WK3,HC_STDNT_RTN_TIV_GBL
Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet,Return &TIV Aid,,FINANCIAL_AID_HISTORY,MENUITEM1,RETURN_TIV_FUNDS,STDNT_RTRN_TIV_AID,0,2,2,SFA,Financial Aid,Fin Aid,STDNT_RTN_TIV,STDNT_RTRN_TIV_AID,HC_STDNT_RTN_TIV_GBL
Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet,Return TIV &Aid Notes,,FINANCIAL_AID_HISTORY,MENUITEM1,RETURN_TIV_FUNDS,STDNT_RTRN_TIV_WK4,0,2,2,SFA,Financial Aid,Fin Aid,STDNT_RTN_TIV,STDNT_RTRN_TIV_WK4,HC_STDNT_RTN_TIV_GBL
Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Worksheet,Return of &Funds Worksheet,,FINANCIAL_AID_HISTORY,MENUITEM1,RETURN_TIV_FUNDS,STDNT_RTRN_TIV_WK1,0,2,2,SFA,Financial Aid,Fin Aid,STDNT_RTN_TIV,STDNT_RTRN_TIV_WK1,HC_STDNT_RTN_TIV_GBL
Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Summary of TIV Return:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Summary of TIV Return,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Summary of TIV Return,Review Summary of TIV Return,,FINANCIAL_AID_HISTORY,MENUITEM1,RTRN_TIV_STU_TRACK,RTRN_TIV_STU_TRACK,0,2,2,SFA,Financial Aid,Fin Aid,RTRN_TIV_STU_TRACK,RTRN_TIV_STU_TRACK,HC_RTRN_TIV_STU_TRACK_GBL
Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Track PW Disbursement:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Track PW Disbursement,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Track PW Disbursement,Tiv Pwd Tracking,,FINANCIAL_AID_HISTORY,MENUITEM1,TIV_PWD_TRACKING,TIV_PWD_TRACKING,0,2,2,SFA,Financial Aid,Fin Aid,TIV_PWD_TRACKING,TIV_PWD_TRACKING,HC_TIV_PWD_TRACKING_GBL
Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Track TIV Funds Return:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Track TIV Funds Return,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Track TIV Funds Return,Track School Returns,,FINANCIAL_AID_HISTORY,MENUITEM1,TIV_RTRN_TRACKING,TIV_RTRN_TRACKING2,0,2,2,SFA,Financial Aid,Fin Aid,TIV_RTRN_TRACKING,TIV_RTRN_TRACKING2,HC_TIV_RTRN_TRACKING_GBL
Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Track TIV Funds Return:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Track TIV Funds Return,Main Menu>Financial Aid>Financial Aid History>View Return of Title IV Funds>View Track TIV Funds Return,Track Student Returns,,FINANCIAL_AID_HISTORY,MENUITEM1,TIV_RTRN_TRACKING,TIV_RTRN_TRACKING,0,2,2,SFA,Financial Aid,Fin Aid,TIV_RTRN_TRACKING,TIV_RTRN_TRACKING,HC_TIV_RTRN_TRACKING_GBL
Main Menu>Financial Aid>Financial Aid History>View Archived Direct Loan Data:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>View Archived Direct Loan Data,Main Menu>Financial Aid>Financial Aid History>View Archived Direct Loan Data,Historical DL EC Info,,FINANCIAL_AID_HISTORY,MENUITEM2,DL_EC_HIST_TRNSFR,DL_EC_HIST_TRNSFR,0,2,2,SFA,Financial Aid,Fin Aid,DL_EC_HIST_TRNSFR,DL_EC_HIST_TRNSFR,HC_DL_EC_HIST_TRNSFR_GBL
Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>2016-2017 ISIR File Data:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>2016-2017 ISIR File Data,Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>2016-2017 ISIR File Data,ISIR Inbound Load Summary,,FINANCIAL_AID_HISTORY,MENUITEM1,ISIR_17_IN_SRCH,ISIR_17_IN_SRCH,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_17_IN_SRCH,ISIR_17_IN_SRCH,HC_ISIR_17_IN_SRCH_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>Institutional Detail 2017-2018:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>Institutional Detail 2017-2018,Main Menu>Financial Aid>Financial Aid History>Application Information>Institutional Detail 2017-2018,Inst EFC Summary/Detail 17/18,,FINANCIAL_AID_HISTORY,MENUITEM1,INAS_SUMMARY_18,INST_INAS_SMRY_18,0,2,2,SFAN,FA-Need Analysis,FA-Need,INAS_IM_SMRY_18,INST_INAS_SMRY_18,CS_INAS_IM_SMRY_18_GBL
Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>2017-2018 ISIR File Data:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>2017-2018 ISIR File Data,Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>2017-2018 ISIR File Data,ISIR Inbound Load Summary,,FINANCIAL_AID_HISTORY,MENUITEM1,ISIR_18_IN_SRCH,ISIR_18_IN_SRCH,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_18_IN_SRCH,ISIR_18_IN_SRCH,CS_ISIR_18_IN_SRCH_GBL
Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>2017-2018 Suspense Management:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>2017-2018 Suspense Management,Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>2017-2018 Suspense Management,ISIR Suspense Management,,FINANCIAL_AID_HISTORY,MENUITEM1,ISIR_SUSP_CNTRL_18,ISIR_SUSP_CNTRPI18,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_SUSP_CNTRL_18,ISIR_SUSP_CNTRPI18,CS_ISIR_SUSP_CNTRL_18_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,&FAA Information,,FINANCIAL_AID_HISTORY,MENUITEM1,SFA_VERIFICATION18,SFA_VER_FAA_INFO,0,2,2,SFAV,FA-Verification,FA-Verif,SFA_VERIFICATION18,SFA_VER_FAA_INFO,CS_SFA_VERIFICATION18_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,&Household Info,,FINANCIAL_AID_HISTORY,MENUITEM1,SFA_VERIFICATION18,VERIF02_FORM1,0,2,2,SFAV,FA-Verification,FA-Verif,SFA_VERIFICATION18,VERIF02_FORM1,CS_SFA_VERIFICATION18_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,&Tax Form Data,,FINANCIAL_AID_HISTORY,MENUITEM1,SFA_VERIFICATION18,VERIF12_FORM2,0,2,2,SFAV,FA-Verification,FA-Verif,SFA_VERIFICATION18,VERIF12_FORM2,CS_SFA_VERIFICATION18_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Fed &Addl Fin Info,,FINANCIAL_AID_HISTORY,MENUITEM1,SFA_VERIFICATION18,SFA_FEDADFIN_IN_14,0,2,2,SFAV,FA-Verification,FA-Verif,SFA_VERIFICATION18,SFA_FEDADFIN_IN_14,CS_SFA_VERIFICATION18_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Fed &Untax Income,,FINANCIAL_AID_HISTORY,MENUITEM1,SFA_VERIFICATION18,SFA_FED_UNTAX_INC,0,2,2,SFAV,FA-Verification,FA-Verif,SFA_VERIFICATION18,SFA_FED_UNTAX_INC,CS_SFA_VERIFICATION18_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Inst Untax &Income,,FINANCIAL_AID_HISTORY,MENUITEM1,SFA_VERIFICATION18,SFA_INST_UTX_IN_15,0,2,2,SFAV,FA-Verification,FA-Verif,SFA_VERIFICATION18,SFA_INST_UTX_IN_15,CS_SFA_VERIFICATION18_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Institution &Other Taxable,,FINANCIAL_AID_HISTORY,MENUITEM1,SFA_VERIFICATION18,SFA_INSTOTH_TAX_15,0,2,2,SFAV,FA-Verification,FA-Verif,SFA_VERIFICATION18,SFA_INSTOTH_TAX_15,CS_SFA_VERIFICATION18_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Tax &Data Consolidation,,FINANCIAL_AID_HISTORY,MENUITEM1,SFA_VERIFICATION18,VERIF_TAX_CONSL_12,0,2,2,SFAV,FA-Verification,FA-Verif,SFA_VERIFICATION18,VERIF_TAX_CONSL_12,CS_SFA_VERIFICATION18_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,W-2 Form,,FINANCIAL_AID_HISTORY,MENUITEM1,SFA_VERIFICATION18,VERIF03_FORM3,0,2,2,SFAV,FA-Verification,FA-Verif,SFA_VERIFICATION18,VERIF03_FORM3,CS_SFA_VERIFICATION18_GBL
Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data:0:Update/Display,x,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Main Menu>Financial Aid>Financial Aid History>Application Information>View 2018 Verification Data,Worksheet A,,FINANCIAL_AID_HISTORY,MENUITEM1,SFA_VERIFICATION18,VERIF02_FORM_WSA,0,2,2,SFAV,FA-Verification,FA-Verif,SFA_VERIFICATION18,VERIF02_FORM_WSA,CS_SFA_VERIFICATION18_GBL
