NAV_PERMS,FA Manager 3,Clean_NAV,TO_CHAR(A.PORTAL_NAVPATH),ITEMLABEL,Unnamed: 2,Menu,Menubar,MENUITEM2,Page,Display only,Actions,7,OBJECTOWNERID,XLATLONGNAME,XLATSHORTNAME,COMPONENT,PNLNAME,PORTAL_OBJNAME
Main Menu>Set Up SACR>Product Related>Financial Aid>Application Processing>EFC Assumption Codes:0:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Application Processing>EFC Assumption Codes,Main Menu>Set Up SACR>Product Related>Financial Aid>Application Processing>EFC Assumption Codes,INAS &IM Assumption Codes,,DESIGN_FINANCIAL_AID1,SETUP_C-E,EFC_ASMPTN_CODES,INAS_IM_ASMPTN,0,2,2,SFAS,FA-Setup,FA-Setup,EFC_ASMPTN_CODES,INAS_IM_ASMPTN,CS_EFC_ASMPTN_CODES_GBL
Main Menu>Set Up SACR>Product Related>Financial Aid>Awards>Fiscal Item Types:1:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Awards>Fiscal Item Types,Main Menu>Set Up SACR>Product Related>Financial Aid>Awards>Fiscal Item Types,&Assign Fiscal Limits,,DESIGN_FINANCIAL_AID1,SETUP_F-K,FISCAL_ITEM_TYPES,SETUP_FISCAL_ITEM_TYPE,0,2,2,SFA,Financial Aid,Fin Aid,ITEM_TYP_FISCAL,ITEM_TYPE_FISCL,HC_ITEM_TYP_FISCAL_GBL2
Main Menu>Set Up SACR>Product Related>Financial Aid>Awards>Fiscal Item Types:1:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Awards>Fiscal Item Types,Main Menu>Set Up SACR>Product Related>Financial Aid>Awards>Fiscal Item Types,Fiscal  Fund &Status,,DESIGN_FINANCIAL_AID1,SETUP_F-K,FISCAL_ITEM_TYPES,STATUS_FISCAL_ITEM_TYPE,0,2,2,SFA,Financial Aid,Fin Aid,ITEM_TYP_FISCAL,ITEM_TYPE_FISCL2,HC_ITEM_TYP_FISCAL_GBL2
Main Menu>Set Up SACR>Product Related>Financial Aid>Awards>Fiscal Item Types:1:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Awards>Fiscal Item Types,Main Menu>Set Up SACR>Product Related>Financial Aid>Awards>Fiscal Item Types,Fiscal Fund &Notes,,DESIGN_FINANCIAL_AID1,SETUP_F-K,FISCAL_ITEM_TYPES,ITEM_TYPE_FISCAL_NOTES,0,2,2,SFA,Financial Aid,Fin Aid,ITEM_TYP_FISCAL,ITEM_TYPE_FISCL3,HC_ITEM_TYP_FISCAL_GBL2
Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>Valid Careers for Aid Year:0:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>Valid Careers for Aid Year,Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>Valid Careers for Aid Year,&Valid Careers for Aid Year,,DESIGN_FINANCIAL_AID2,SETUP R-Z,VALID_CAREERS_FOR_AID_YEAR,VALID_CAREERS_FOR_AID_YEAR,0,2,2,SFAG,FA-General,FA-Genl,AID_YEAR_CAREER,AID_YEAR_CAREER,HC_AID_YEAR_CAREER_GBL2
Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>Valid Terms for Career:0:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>Valid Terms for Career,Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>Valid Terms for Career,Valid &Terms for Career,,DESIGN_FINANCIAL_AID2,SETUP R-Z,VALID_TERMS_FOR_CAREER,VALID_TERMS_FOR_CAREER,0,2,2,SFAG,FA-General,FA-Genl,AID_YR_CAR_TERM,AID_YR_CAR_TERM,HC_AID_YR_CAR_TERM_GBL1
Main Menu>Set Up SACR>Product Related>Financial Aid>Loans>Direct Loan Change Rules:0:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Loans>Direct Loan Change Rules,Main Menu>Set Up SACR>Product Related>Financial Aid>Loans>Direct Loan Change Rules,Ln Dl Inst Parm,,DESIGN_FINANCIAL_AID2,SETUP_L-M,LN_DL_INST_PARM,LN_DL_INST_PARM,0,2,2,SFAL,FA-Loans,FA-Loans,LN_DL_INST_PARM,LN_DL_INST_PARM,HC_LN_DL_INST_PARM_GBL1
Main Menu>Set Up SACR>Product Related>Financial Aid>Application Processing>Maintain NSLDS Codes:0:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Application Processing>Maintain NSLDS Codes,Main Menu>Set Up SACR>Product Related>Financial Aid>Application Processing>Maintain NSLDS Codes,&NSLDS Codes,,DESIGN_FINANCIAL_AID2,SETUP_N-P,NSLDS_CODES,NSLDS_CODE_TABLE,0,2,2,SFAS,FA-Setup,FA-Setup,NSLDS_CODES1,NSLDS_CODE_TABLE,HC_NSLDS_CODES1_GBL
Main Menu>Set Up SACR>Product Related>Financial Aid>Pell Grants>Pell ID Attending:0:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Pell Grants>Pell ID Attending,Main Menu>Set Up SACR>Product Related>Financial Aid>Pell Grants>Pell ID Attending,Pell Attending,,DESIGN_FINANCIAL_AID2,SETUP_N-P,PELL_ATTENDING,PELL_ATTENDING,0,2,2,SFAP,FA-Pell,FA-Pell,PELL_ATTENDING,PELL_ATTENDING,HC_PELL_ATTENDING_GBL1
Main Menu>Set Up SACR>Product Related>Financial Aid>Pell Grants>Pell Comment Code:0:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Pell Grants>Pell Comment Code,Main Menu>Set Up SACR>Product Related>Financial Aid>Pell Grants>Pell Comment Code,Pell Comment Code Table,,DESIGN_FINANCIAL_AID2,SETUP_N-P,PELL_COMM_CD_TABLE,PELL_COMM_CD_TABLE,0,2,2,SFAP,FA-Pell,FA-Pell,PELL_COMM_CD_TABLE,PELL_COMM_CD_TABLE,HC_PELL_COMM_CD_TABLE_GBL1
Main Menu>Set Up SACR>Product Related>Financial Aid>Pell Grants>Pell Payment:0:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Pell Grants>Pell Payment,Main Menu>Set Up SACR>Product Related>Financial Aid>Pell Grants>Pell Payment,Pell Institution Address,,DESIGN_FINANCIAL_AID2,SETUP_N-P,PELL_SETUP_PNL,PELL_INST_ADDRESS,0,2,2,SFAP,FA-Pell,FA-Pell,PELL_SETUP_PNL,PELL_INST_ADDRESS,HC_PELL_SETUP_PNL_GBL1
Main Menu>Set Up SACR>Product Related>Financial Aid>Pell Grants>Pell Payment:0:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Pell Grants>Pell Payment,Main Menu>Set Up SACR>Product Related>Financial Aid>Pell Grants>Pell Payment,Pell Payment Setup,,DESIGN_FINANCIAL_AID2,SETUP_N-P,PELL_SETUP_PNL,PELL_SETUP_PNL,0,2,2,SFAP,FA-Pell,FA-Pell,PELL_SETUP_PNL,PELL_PMT_OPTION,HC_PELL_SETUP_PNL_GBL1
Main Menu>Set Up SACR>Product Related>Financial Aid>Define Demographic Data Use:0:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Define Demographic Data Use,Main Menu>Set Up SACR>Product Related>Financial Aid>Define Demographic Data Use,Demographic Process Options,,DESIGN_FINANCIAL_AID2,SETUP_N-P,PRCSDEMOTBL,FA_PRCSDEMO_TBL,0,2,2,SFAG,FA-General,FA-Genl,FA_PRCSDEMO_TBL,FA_PRCSDEMO_TBL,HC_FA_PRCSDEMO_TBL_GBL3
Main Menu>Financial Aid>Disbursement>View Calendar Settings:0:Update/Display,x,Main Menu>Financial Aid>Disbursement>View Calendar Settings,Main Menu>Financial Aid>Disbursement>View Calendar Settings,&Authorize Calendar Summary,,DESIGN_FINANCIAL_AID2,INQUIRE,DISB_AUTH_CAL_SUMRY,AUTH_CAL_SUMRY,0,2,2,SFAD,FA-Disb/Auth,FA-Disb,DISB_AUTH_CAL_SMRY,AUTH_CAL_SUMRY,HC_DISB_AUTH_CAL_SMRY_GBL1
Main Menu>Financial Aid>Disbursement>View Calendar Settings:0:Update/Display,x,Main Menu>Financial Aid>Disbursement>View Calendar Settings,Main Menu>Financial Aid>Disbursement>View Calendar Settings,&Disbursement Calendar Summary,,DESIGN_FINANCIAL_AID2,INQUIRE,DISB_AUTH_CAL_SUMRY,DISB_CAL_SUMRY,0,2,2,SFAD,FA-Disb/Auth,FA-Disb,DISB_AUTH_CAL_SMRY,DISB_CAL_SUMRY,HC_DISB_AUTH_CAL_SMRY_GBL1
Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>Valid Programs for Aid Year:0:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>Valid Programs for Aid Year,Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>Valid Programs for Aid Year,Valid &Programs for Career,,DESIGN_FINANCIAL_AID2,SETUP R-Z,AID_YEAR_PROGRAM,AID_YEAR_PROGRAM,0,2,2,SFAG,FA-General,FA-Genl,AID_YEAR_PROGRAM,AID_YEAR_PROGRAM,HC_AID_YEAR_PROGRAM_GBL2
Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>School Codes for Institution:0:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>School Codes for Institution,Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>School Codes for Institution,Sc&hool Codes for Institution,,DESIGN_FINANCIAL_AID2,SETUP R-Z,SCHOOL_CODES_FOR_INSTITUTION,SCHOOL_CODES_FOR_INSTITUTION,0,2,2,SFAS,FA-Setup,FA-Setup,INST_SCHOOL_CDS1,INST_SCHOOL_CDS,HC_INST_SCHOOL_CDS1_GBL
Main Menu>Set Up SACR>Product Related>Financial Aid>COD>SULA Load Rules:0:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>COD>SULA Load Rules,Main Menu>Set Up SACR>Product Related>Financial Aid>COD>SULA Load Rules,SULA Load Table,,DESIGN_FINANCIAL_AID2,SETUP R-Z,SFA_SULA_LD_TBL,SFA_SULA_LD_TBL,0,2,2,SFAS,FA-Setup,FA-Setup,SFA_SULA_LD_TBL,SFA_SULA_LD_TBL,HC_SFA_SULA_LD_TBL_GBL
Main Menu>Set Up SACR>Common Definitions>Self Service>Financial Aid>Self Service Loan Status:0:Update/Display,x,Main Menu>Set Up SACR>Common Definitions>Self Service>Financial Aid>Self Service Loan Status,Main Menu>Set Up SACR>Common Definitions>Self Service>Financial Aid>Self Service Loan Status,Self Service FA Loan Status,,DESIGN_FINANCIAL_AID2,SETUP R-Z,SS_FA_LOAN_STATUS,SS_FA_LOAN_STAT,0,2,2,SFAS,FA-Setup,FA-Setup,SS_FA_LOAN_STAT,SS_FA_LOAN_STAT,HC_SS_FA_LOAN_STAT_GBL
Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>Term Values Cross Reference:0:Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>Term Values Cross Reference,Main Menu>Set Up SACR>Product Related>Financial Aid>Aid Year>Term Values Cross Reference,Term Values Cross Reference,,DESIGN_FINANCIAL_AID2,SETUP R-Z,TERM_VALUES_XREF,TERM_VALUES_XREF,0,2,2,SFAS,FA-Setup,FA-Setup,TERM_VALUES_XREF,TERM_VALUES_XREF,HC_TERM_VALUES_XREF_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>Enter FAFSA Signatures:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>Enter FAFSA Signatures,Main Menu>Financial Aid>File Management>ISIR Corrections>Enter FAFSA Signatures,FAFSA Si&gnature,,EXCHANGE_FIN_AID_DATA,USE,SEND_SIGNATURE,ISIR_SIGNATURE,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_SIGNATURE,ISIR_SIGNATURE,HC_ISIR_SIGNATURE_GBL
Main Menu>Financial Aid>File Management>NSLDS>Review NSLDS Flagged Students:0:Update/Display,x,Main Menu>Financial Aid>File Management>NSLDS>Review NSLDS Flagged Students,Main Menu>Financial Aid>File Management>NSLDS>Review NSLDS Flagged Students,NSLDS Change Review,,EXCHANGE_FIN_AID_DATA,USE,NSLDS_CHANGE_RVW,NSLDS_CHANGE_RVW,0,2,2,SFAI,FA-ISIR,FA-ISIR,NSLDS_CHANGE_RVW,NSLDS_CHANGE_RVW,HC_NSLDS_CHANGE_RVW_GBL
Main Menu>Financial Aid>File Management>NSLDS>NSLDS Suspense Management:0:Update/Display,x,Main Menu>Financial Aid>File Management>NSLDS>NSLDS Suspense Management,Main Menu>Financial Aid>File Management>NSLDS>NSLDS Suspense Management,NSLDS Suspense Management,,EXCHANGE_FIN_AID_DATA,USE,SFA_NSLDS_SUSP_MGM,NSLDS_SUSP_MGMT,0,2,2,SFAI,FA-ISIR,FA-ISIR,SFA_NSLDS_SUSP_MGM,SFA_NSLDS_SUSP_MGM,HC_SFA_NSLDS_SUSP_MGM_GBL
Main Menu>Financial Aid>File Management>PROFILE Import>Delete PROFILE Records:0:Update/Display,x,Main Menu>Financial Aid>File Management>PROFILE Import>Delete PROFILE Records,Main Menu>Financial Aid>File Management>PROFILE Import>Delete PROFILE Records,PROFILE Application Delete,,EXCHANGE_FIN_AID_DATA,PROCESS2,SFA_PF_DELETE,PROF_DELETE,0,2,2,SFAR,FA-Profile,FA-Profile,SFA_PF_DELETE,SFA_PF_DELETE,HC_SFA_PF_DELETE_GBL
Main Menu>Financial Aid>File Management>PROFILE Import>Load Summary:0:Update/Display,x,Main Menu>Financial Aid>File Management>PROFILE Import>Load Summary,Main Menu>Financial Aid>File Management>PROFILE Import>Load Summary,Load Summary,,EXCHANGE_FIN_AID_DATA,INQUIRE,SFA_PF_IN_LOAD,SFA_PF_IN_LOAD,0,2,2,SFAR,FA-Profile,FA-Profile,SFA_PF_IN_LOAD,SFA_PF_IN_LOAD,HC_SFA_PF_IN_LOAD_GBL
Main Menu>Financial Aid>File Management>ISIR Import>2023-2024 ISIR File Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Import>2023-2024 ISIR File Data,Main Menu>Financial Aid>File Management>ISIR Import>2023-2024 ISIR File Data,ISIR Inbound Load Summary,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_24_IN_SRCH,ISIR_24_IN_SRCH,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_24_IN_SRCH,ISIR_24_IN_SRCH,CS_ISIR_24_IN_SRCH_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2023-2024 Outbound Files:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2023-2024 Outbound Files,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2023-2024 Outbound Files,ISIR 24 Outbound,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_24_OUT_REPORT,ISIR_24_OUTBOUND,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_24_OUT_REPORT,ISIR_24_OUTBOUND,CS_ISIR_24_OUT_REPORT_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2023-2024 Outbound Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2023-2024 Outbound Data,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2023-2024 Outbound Data,&Header,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_EDI_CORR_24,ISIR_CORR_HD_TEST,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_EDI_CORR_24,ISIR_CORR_HD_TEST,CS_ISIR_EDI_CORR_24_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2023-2024 Outbound Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2023-2024 Outbound Data,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2023-2024 Outbound Data,ISIR &Correction A,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_EDI_CORR_24,ISIR_CORR_A,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_EDI_CORR_24,ISIR_CORR_A,CS_ISIR_EDI_CORR_24_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2023-2024 Outbound Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2023-2024 Outbound Data,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2023-2024 Outbound Data,ISIR &Sign A,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_EDI_CORR_24,ISIR_SIGN_A,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_EDI_CORR_24,ISIR_SIGN_A,CS_ISIR_EDI_CORR_24_GBL
Main Menu>Financial Aid>File Management>ISIR Import>2023-2024 Suspense Management:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Import>2023-2024 Suspense Management,Main Menu>Financial Aid>File Management>ISIR Import>2023-2024 Suspense Management,ISIR Suspense Management,,EXCHANGE_FIN_AID_DATA,USE,ISIR_SUSP_CNTRL_24,ISIR_SUSP_CNTRPI24,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_SUSP_CNTRL_24,ISIR_SUSP_CNTRPI24,CS_ISIR_SUSP_CNTRL_24_GBL
Main Menu>Financial Aid>Federal Application Data>Manage Corrected ISIR Data:0:Update/Display,x,Main Menu>Financial Aid>Federal Application Data>Manage Corrected ISIR Data,Main Menu>Financial Aid>Federal Application Data>Manage Corrected ISIR Data,Correction &Management,,EXCHANGE_FIN_AID_DATA,USE,CORRECTION_MANAGEMENT,CORRECTION_EDITOR,0,2,2,SFAI,FA-ISIR,FA-ISIR,FAFSA_CORRECT,ISIR_CORRECT,HC_FAFSA_CORRECT_GBL
Main Menu>Financial Aid>File Management>Review CPS/NSLDS Transactions:0:Update/Display,x,Main Menu>Financial Aid>File Management>Review CPS/NSLDS Transactions,Main Menu>Financial Aid>File Management>Review CPS/NSLDS Transactions,EC Queue Review,,EXCHANGE_FIN_AID_DATA,USE,FA_EDI_ECQUEUE,FA_EDI_ECQUEUE,0,2,2,SFAI,FA-ISIR,FA-ISIR,FA_EDI_ECQUEUE,FA_EDI_ECQUEUE,HC_FA_EDI_ECQUEUE_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>Modify ISIR School Recipients:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>Modify ISIR School Recipients,Main Menu>Financial Aid>File Management>ISIR Corrections>Modify ISIR School Recipients,Add &School to ISIR,,EXCHANGE_FIN_AID_DATA,USE,SCHOOL_CHOICE_ADDITIONS,INCLUDE_INSTITUTION_TO_ISIR_SC,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_ADD_SCHOOL,ISIR_ADD_SCHOOL,HC_ISIR_ADD_SCHOOL_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2024-2025 Outbound Files:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2024-2025 Outbound Files,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2024-2025 Outbound Files,Isir 25 Outbound,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_25_OUT_REPORT,ISIR_25_OUTBOUND,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_25_OUT_REPORT,ISIR_25_OUTBOUND,CS_ISIR_25_OUT_REPORT_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2024-2025 Outbound Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2024-2025 Outbound Data,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2024-2025 Outbound Data,&Header,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_EDI_CORR_25,ISIR_CORR_HD_TEST,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_EDI_CORR_25,ISIR_CORR_HD_TEST,CS_ISIR_EDI_CORR_25_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2024-2025 Outbound Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2024-2025 Outbound Data,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2024-2025 Outbound Data,ISIR &Correction A,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_EDI_CORR_25,ISIR_CORR_A,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_EDI_CORR_25,ISIR_CORR_A,CS_ISIR_EDI_CORR_25_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2024-2025 Outbound Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2024-2025 Outbound Data,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2024-2025 Outbound Data,ISIR &Sign A,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_EDI_CORR_25,ISIR_SIGN_A,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_EDI_CORR_25,ISIR_SIGN_A,CS_ISIR_EDI_CORR_25_GBL
Main Menu>Financial Aid>File Management>ISIR Import>2024-2025 Suspense Management:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Import>2024-2025 Suspense Management,Main Menu>Financial Aid>File Management>ISIR Import>2024-2025 Suspense Management,ISIR Suspense Management,,EXCHANGE_FIN_AID_DATA,USE,ISIR_SUSP_CNTRL_25,ISIR_SUSP_CNTRPI25,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_SUSP_CNTRL_25,ISIR_SUSP_CNTRPI25,CS_ISIR_SUSP_CNTRL_25_GBL
Main Menu>Financial Aid>File Management>ISIR Import>2024-2025 ISIR File Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Import>2024-2025 ISIR File Data,Main Menu>Financial Aid>File Management>ISIR Import>2024-2025 ISIR File Data,Isir 25 In Srch,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_25_IN_SRCH,ISIR_25_IN_SRCH,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_25_IN_SRCH,ISIR_25_IN_SRCH,CS_ISIR_25_IN_SRCH_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2021-2022 Outbound Files:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2021-2022 Outbound Files,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2021-2022 Outbound Files,ISIR 22 Outbound,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_22_OUT_REPORT,ISIR_22_OUTBOUND,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_22_OUT_REPORT,ISIR_22_OUTBOUND,CS_ISIR_22_OUT_REPORT_GBL
Main Menu>Financial Aid>File Management>ISIR Import>2022-2023 ISIR File Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Import>2022-2023 ISIR File Data,Main Menu>Financial Aid>File Management>ISIR Import>2022-2023 ISIR File Data,ISIR Inbound Load Summary,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_23_IN_SRCH,ISIR_23_IN_SRCH,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_23_IN_SRCH,ISIR_23_IN_SRCH,CS_ISIR_23_IN_SRCH_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2022-2023 Outbound Files:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2022-2023 Outbound Files,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2022-2023 Outbound Files,ISIR 23 Outbound,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_23_OUT_REPORT,ISIR_23_OUTBOUND,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_23_OUT_REPORT,ISIR_23_OUTBOUND,CS_ISIR_23_OUT_REPORT_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2022-2023 Outbound Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2022-2023 Outbound Data,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2022-2023 Outbound Data,&Header,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_EDI_CORR_23,ISIR_CORR_HD_TEST,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_EDI_CORR_23,ISIR_CORR_HD_TEST,CS_ISIR_EDI_CORR_23_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2022-2023 Outbound Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2022-2023 Outbound Data,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2022-2023 Outbound Data,ISIR &Correction A,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_EDI_CORR_23,ISIR_CORR_A,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_EDI_CORR_23,ISIR_CORR_A,CS_ISIR_EDI_CORR_23_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2022-2023 Outbound Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2022-2023 Outbound Data,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2022-2023 Outbound Data,ISIR &Sign A,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_EDI_CORR_23,ISIR_SIGN_A,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_EDI_CORR_23,ISIR_SIGN_A,CS_ISIR_EDI_CORR_23_GBL
Main Menu>Financial Aid>File Management>ISIR Import>2022-2023 Suspense Management:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Import>2022-2023 Suspense Management,Main Menu>Financial Aid>File Management>ISIR Import>2022-2023 Suspense Management,ISIR Suspense Management,,EXCHANGE_FIN_AID_DATA,USE,ISIR_SUSP_CNTRL_23,ISIR_SUSP_CNTRPI23,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_SUSP_CNTRL_23,ISIR_SUSP_CNTRPI23,CS_ISIR_SUSP_CNTRL_23_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2021-2022 Outbound Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2021-2022 Outbound Data,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2021-2022 Outbound Data,&Header,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_EDI_CORR_22,ISIR_CORR_HD_TEST,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_EDI_CORR_22,ISIR_CORR_HD_TEST,CS_ISIR_EDI_CORR_22_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2021-2022 Outbound Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2021-2022 Outbound Data,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2021-2022 Outbound Data,ISIR &Correction A,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_EDI_CORR_22,ISIR_CORR_A,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_EDI_CORR_22,ISIR_CORR_A,CS_ISIR_EDI_CORR_22_GBL
Main Menu>Financial Aid>File Management>ISIR Corrections>View 2021-2022 Outbound Data:0:Update/Display,x,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2021-2022 Outbound Data,Main Menu>Financial Aid>File Management>ISIR Corrections>View 2021-2022 Outbound Data,ISIR &Sign A,,EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_EDI_CORR_22,ISIR_SIGN_A,0,2,2,SFAI,FA-ISIR,FA-ISIR,ISIR_EDI_CORR_22,ISIR_SIGN_A,CS_ISIR_EDI_CORR_22_GBL
